 #   Flux in [erg/s/Hz/ster] per g IM
 # wel(mu)  emis_tot  emis_c    emis_Si   emis_pol  emi_Dark  emi_vgr   emi_vsi   epah_s+b  ISRF j_v
  8.00E-01  4.80E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.12E-19  1.81E-18  4.54E-17  2.68E-18
  7.90E-01  4.40E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.27E-19  1.61E-18  4.17E-17  2.66E-18
  7.80E-01  4.02E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.51E-19  1.42E-18  3.82E-17  2.63E-18
  7.70E-01  3.66E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.82E-19  1.25E-18  3.49E-17  2.61E-18
  7.60E-01  3.33E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-19  1.09E-18  3.18E-17  2.58E-18
  7.50E-01  3.02E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-19  9.52E-19  2.89E-17  2.56E-18
  7.40E-01  2.73E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.15E-19  8.28E-19  2.61E-17  2.53E-18
  7.30E-01  2.46E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.71E-19  7.16E-19  2.36E-17  2.50E-18
  7.14E-01  2.06E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-19  5.63E-19  1.99E-17  2.46E-18
  7.10E-01  1.97E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-19  5.30E-19  1.90E-17  2.45E-18
  7.00E-01  1.76E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-19  4.52E-19  1.70E-17  2.42E-18
  6.90E-01  1.56E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19  3.84E-19  1.51E-17  2.40E-18
  6.80E-01  1.38E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-19  3.25E-19  1.34E-17  2.37E-18
  6.70E-01  1.22E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.89E-20  2.73E-19  1.18E-17  2.34E-18
  6.60E-01  1.07E-17  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.19E-20  2.28E-19  1.03E-17  2.32E-18
  6.50E-01  9.30E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.75E-20  1.90E-19  9.04E-18  2.29E-18
  6.40E-01  8.08E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-20  1.57E-19  7.86E-18  2.26E-18
  6.30E-01  6.98E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-20  1.29E-19  6.80E-18  2.23E-18
  6.25E-01  6.47E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.04E-20  1.16E-19  6.32E-18  2.22E-18
  6.20E-01  6.00E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-20  1.05E-19  5.86E-18  2.20E-18
  6.10E-01  5.12E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.91E-20  8.49E-20  5.01E-18  2.18E-18
  6.00E-01  4.35E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-20  6.82E-20  4.26E-18  2.12E-18
  5.90E-01  3.68E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-20  5.43E-20  3.60E-18  2.05E-18
  5.80E-01  3.08E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-20  4.29E-20  3.03E-18  1.98E-18
  5.70E-01  2.57E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-20  3.36E-20  2.52E-18  1.91E-18
  5.60E-01  2.12E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.38E-21  2.61E-20  2.09E-18  1.85E-18
  5.50E-01  1.74E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.35E-21  2.01E-20  1.72E-18  1.79E-18
  5.48E-01  2.30E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.95E-21  1.89E-20  2.28E-18  1.77E-18
  5.40E-01  1.97E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.77E-21  1.53E-20  1.95E-18  1.73E-18
  5.30E-01  1.60E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.54E-21  1.15E-20  1.59E-18  1.67E-18
  5.20E-01  1.29E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.60E-21  8.54E-21  1.28E-18  1.61E-18
  5.10E-01  1.03E-18  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-21  6.27E-21  1.02E-18  1.55E-18
  5.00E-01  8.16E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-21  4.55E-21  8.10E-19  1.50E-18
  4.90E-01  6.39E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.40E-22  3.25E-21  6.35E-19  1.44E-18
  4.88E-01  6.08E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.75E-22  3.03E-21  6.04E-19  1.43E-18
  4.80E-01  4.95E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.53E-22  2.29E-21  4.92E-19  1.39E-18
  4.76E-01  4.46E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.62E-22  1.98E-21  4.43E-19  1.37E-18
  4.70E-01  3.79E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-22  1.59E-21  3.77E-19  1.32E-18
  4.65E-01  3.31E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.67E-22  1.31E-21  3.29E-19  1.26E-18
  4.60E-01  2.87E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.00E-22  1.08E-21  2.86E-19  1.20E-18
  4.55E-01  2.49E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.44E-22  8.89E-22  2.48E-19  1.14E-18
  4.50E-01  2.15E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-22  7.26E-22  2.14E-19  1.09E-18
  4.44E-01  1.79E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-22  5.66E-22  1.78E-19  1.02E-18
  4.35E-01  1.35E-19  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-22  3.84E-22  1.35E-19  9.35E-19
  4.17E-01  7.43E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.31E-23  1.68E-22  7.41E-20  7.81E-19
  4.00E-01  4.02E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-23  7.14E-23  4.01E-20  6.57E-19
  3.85E-01  2.24E-20  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.52E-24  3.15E-23  2.23E-20  5.64E-19
  3.66E-01  9.79E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-24  9.82E-24  9.78E-21  4.62E-19
  3.57E-01  6.61E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-24  5.62E-24  6.60E-21  4.24E-19
  3.33E-01  2.00E-21  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-25  1.01E-24  2.00E-21  3.33E-19
  3.13E-01  6.59E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.71E-26  1.95E-25  6.59E-22  2.71E-19
  3.00E-01  3.01E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-26  5.94E-26  3.01E-22  2.37E-19
  2.94E-01  2.07E-22  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.01E-27  3.31E-26  2.07E-22  2.22E-19
  2.78E-01  7.24E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-27  6.09E-27  7.24E-23  1.96E-19
  2.63E-01  2.59E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.82E-28  1.03E-27  2.59E-23  1.81E-19
  2.50E-01  1.05E-23  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.36E-29  1.83E-28  1.05E-23  1.68E-19
  2.38E-01  4.26E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.61E-30  3.06E-29  4.26E-24  1.57E-19
  2.27E-01  1.26E-24  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.33E-30  5.19E-30  1.26E-24  1.47E-19
  2.17E-01  1.96E-25  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.54E-31  9.57E-31  1.96E-25  1.48E-19
  2.08E-01  2.48E-26  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.02E-31  2.48E-26  1.54E-19
  2.00E-01  3.53E-27  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.61E-32  3.53E-27  1.60E-19
  1.92E-01  4.71E-28  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.71E-28  1.65E-19
  1.85E-01  7.59E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.59E-29  1.69E-19
  1.79E-01  1.50E-29  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-29  1.66E-19
  1.72E-01  2.09E-30  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-30  1.60E-19
  1.67E-01  4.82E-31  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.82E-31  1.55E-19
  1.61E-01  7.66E-32  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.66E-32  1.49E-19
  1.56E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-19
  1.52E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.41E-19
  1.47E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-19
  1.43E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-19
  1.39E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-19
  1.35E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-19
  1.32E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-19
  1.28E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-19
  1.25E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-19
  1.22E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.58E-20
  1.19E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.11E-20
  1.16E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.65E-20
  1.14E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.35E-20
  1.11E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-20
  1.08E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.25E-20
  1.05E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-20
  1.03E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-20
  1.00E-01  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-20
  9.75E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.15E-20
  9.50E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.65E-20
  9.25E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.19E-20
  9.08E-02  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.90E-20
