 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.250E-04   5.339E-04   6.095E-04   8.747E-04   3.527E-01
   1.235E-04   5.449E-04   6.370E-04   8.691E-04   3.574E-01
   1.130E-04   6.283E-04   8.667E-04   8.189E-04   3.953E-01
   1.000E-04   7.523E-04   1.261E-03   7.327E-04   4.619E-01
   9.500E-05   8.017E-04   1.455E-03   6.910E-04   4.957E-01
   9.300E-05   8.214E-04   1.541E-03   6.734E-04   5.109E-01
   9.200E-05   8.312E-04   1.586E-03   6.645E-04   5.189E-01
   9.100E-05   8.410E-04   1.632E-03   6.555E-04   5.272E-01
   9.000E-05   8.508E-04   1.679E-03   6.466E-04   5.358E-01
   8.900E-05   8.608E-04   1.727E-03   6.377E-04   5.447E-01
   8.800E-05   8.710E-04   1.777E-03   6.287E-04   5.539E-01
   8.700E-05   8.814E-04   1.827E-03   6.197E-04   5.635E-01
   8.600E-05   8.921E-04   1.878E-03   6.108E-04   5.735E-01
   8.500E-05   9.031E-04   1.930E-03   6.020E-04   5.838E-01
   8.400E-05   9.147E-04   1.983E-03   5.931E-04   5.945E-01
   8.330E-05   9.230E-04   2.021E-03   5.869E-04   6.023E-01
   8.200E-05   9.391E-04   2.091E-03   5.752E-04   6.172E-01
   8.100E-05   9.519E-04   2.145E-03   5.662E-04   6.291E-01
   8.000E-05   9.652E-04   2.201E-03   5.568E-04   6.414E-01
   7.900E-05   9.788E-04   2.257E-03   5.472E-04   6.542E-01
   7.800E-05   9.927E-04   2.313E-03   5.375E-04   6.674E-01
   7.700E-05   1.007E-03   2.371E-03   5.274E-04   6.809E-01
   7.600E-05   1.021E-03   2.431E-03   5.168E-04   6.950E-01
   7.500E-05   1.035E-03   2.492E-03   5.058E-04   7.094E-01
   7.400E-05   1.048E-03   2.555E-03   4.944E-04   7.242E-01
   7.300E-05   1.062E-03   2.621E-03   4.827E-04   7.394E-01
   7.140E-05   1.084E-03   2.731E-03   4.633E-04   7.648E-01
   7.100E-05   1.089E-03   2.760E-03   4.585E-04   7.713E-01
   7.000E-05   1.102E-03   2.834E-03   4.462E-04   7.879E-01
   6.900E-05   1.115E-03   2.910E-03   4.340E-04   8.052E-01
   6.800E-05   1.128E-03   2.988E-03   4.220E-04   8.230E-01
   6.700E-05   1.141E-03   3.067E-03   4.103E-04   8.415E-01
   6.600E-05   1.154E-03   3.146E-03   3.989E-04   8.606E-01
   6.500E-05   1.167E-03   3.225E-03   3.878E-04   8.806E-01
   6.400E-05   1.180E-03   3.301E-03   3.770E-04   9.013E-01
   6.300E-05   1.193E-03   3.374E-03   3.664E-04   9.229E-01
   6.250E-05   1.199E-03   3.410E-03   3.610E-04   9.339E-01
   6.200E-05   1.206E-03   3.446E-03   3.556E-04   9.453E-01
   6.100E-05   1.219E-03   3.516E-03   3.446E-04   9.685E-01
   6.000E-05   1.232E-03   3.588E-03   3.333E-04   9.926E-01
   5.900E-05   1.244E-03   3.663E-03   3.215E-04   1.018E+00
   5.800E-05   1.256E-03   3.744E-03   3.092E-04   1.043E+00
   5.700E-05   1.268E-03   3.832E-03   2.967E-04   1.070E+00
   5.600E-05   1.278E-03   3.929E-03   2.841E-04   1.098E+00
   5.500E-05   1.287E-03   4.034E-03   2.715E-04   1.126E+00
   5.477E-05   1.289E-03   4.059E-03   2.687E-04   1.134E+00
   5.400E-05   1.295E-03   4.144E-03   2.593E-04   1.156E+00
   5.300E-05   1.302E-03   4.257E-03   2.476E-04   1.187E+00
   5.200E-05   1.307E-03   4.368E-03   2.364E-04   1.218E+00
   5.100E-05   1.311E-03   4.473E-03   2.258E-04   1.251E+00
   5.000E-05   1.312E-03   4.571E-03   2.157E-04   1.284E+00
   4.900E-05   1.311E-03   4.661E-03   2.058E-04   1.319E+00
   4.880E-05   1.311E-03   4.679E-03   2.037E-04   1.326E+00
   4.800E-05   1.308E-03   4.749E-03   1.959E-04   1.355E+00
   4.760E-05   1.307E-03   4.784E-03   1.921E-04   1.370E+00
   4.700E-05   1.303E-03   4.837E-03   1.861E-04   1.392E+00
   4.650E-05   1.300E-03   4.882E-03   1.812E-04   1.411E+00
   4.600E-05   1.296E-03   4.929E-03   1.764E-04   1.430E+00
   4.550E-05   1.292E-03   4.980E-03   1.713E-04   1.450E+00
   4.500E-05   1.287E-03   5.035E-03   1.663E-04   1.470E+00
   4.440E-05   1.280E-03   5.106E-03   1.610E-04   1.493E+00
   4.350E-05   1.268E-03   5.225E-03   1.528E-04   1.530E+00
   4.170E-05   1.237E-03   5.454E-03   1.383E-04   1.608E+00
   4.000E-05   1.199E-03   5.620E-03   1.255E-04   1.684E+00
   3.850E-05   1.157E-03   5.768E-03   1.140E-04   1.752E+00
   3.656E-05   1.089E-03   5.998E-03   1.011E-04   1.839E+00
   3.570E-05   1.056E-03   6.087E-03   9.479E-05   1.878E+00
   3.330E-05   9.462E-04   6.333E-03   8.038E-05   1.990E+00
   3.130E-05   8.397E-04   6.519E-03   6.976E-05   2.084E+00
   3.000E-05   7.650E-04   6.623E-03   6.232E-05   2.151E+00
   2.940E-05   7.299E-04   6.795E-03   5.945E-05   2.182E+00
   2.780E-05   6.297E-04   6.992E-03   5.275E-05   2.276E+00
   2.630E-05   5.387E-04   7.107E-03   4.607E-05   2.403E+00
   2.500E-05   4.678E-04   7.360E-03   4.175E-05   2.582E+00
   2.380E-05   4.051E-04   7.512E-03   3.731E-05   2.897E+00
   2.270E-05   3.470E-04   7.465E-03   3.409E-05   3.279E+00
   2.170E-05   3.043E-04   7.398E-03   3.188E-05   3.510E+00
   2.080E-05   2.675E-04   7.557E-03   2.830E-05   3.495E+00
   2.000E-05   2.378E-04   7.116E-03   2.677E-05   3.342E+00
   1.920E-05   2.190E-04   6.195E-03   2.384E-05   3.152E+00
   1.850E-05   2.050E-04   5.673E-03   2.100E-05   3.039E+00
   1.790E-05   1.881E-04   5.185E-03   1.936E-05   2.984E+00
   1.720E-05   1.694E-04   4.618E-03   1.595E-05   2.979E+00
   1.670E-05   1.569E-04   4.186E-03   1.269E-05   3.004E+00
   1.610E-05   1.411E-04   3.637E-03   9.721E-06   3.086E+00
   1.560E-05   1.280E-04   3.158E-03   5.829E-06   3.201E+00
   1.520E-05   1.182E-04   2.747E-03   3.909E-06   3.332E+00
   1.470E-05   1.075E-04   2.235E-03   6.895E-06   3.522E+00
   1.430E-05   1.011E-04   1.830E-03   1.172E-05   3.692E+00
   1.390E-05   9.750E-05   1.521E-03   1.462E-05   3.824E+00
   1.350E-05   9.676E-05   1.251E-03   1.544E-05   3.952E+00
   1.320E-05   9.836E-05   1.084E-03   1.719E-05   4.055E+00
   1.280E-05   1.036E-04   9.211E-04   1.896E-05   4.210E+00
   1.250E-05   1.112E-04   8.705E-04   1.897E-05   4.345E+00
   1.220E-05   1.230E-04   8.155E-04   1.995E-05   4.505E+00
   1.190E-05   1.385E-04   7.469E-04   2.008E-05   4.704E+00
   1.160E-05   1.534E-04   6.816E-04   2.127E-05   4.926E+00
   1.140E-05   1.627E-04   6.337E-04   2.288E-05   5.089E+00
   1.110E-05   1.755E-04   5.805E-04   2.109E-05   5.360E+00
   1.080E-05   1.866E-04   5.513E-04   2.082E-05   5.756E+00
   1.050E-05   1.961E-04   5.549E-04   2.210E-05   6.254E+00
   1.030E-05   2.016E-04   5.769E-04   2.089E-05   6.690E+00
   1.000E-05   2.080E-04   6.424E-04   2.199E-05   7.316E+00
   9.750E-06   2.122E-04   7.436E-04   1.941E-05   7.891E+00
   9.500E-06   2.151E-04   8.810E-04   2.039E-05   8.521E+00
   9.250E-06   2.166E-04   1.024E-03   1.725E-05   9.089E+00
   9.080E-06   2.170E-04   1.118E-03   1.743E-05   9.414E+00
