 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   4.350E-05   5.696E-03   6.066E-03   3.804E-04   1.230E+00
   4.170E-05   5.330E-03   6.293E-03   3.453E-04   1.273E+00
   4.000E-05   4.959E-03   6.512E-03   3.135E-04   1.316E+00
   3.850E-05   4.612E-03   6.686E-03   2.868E-04   1.356E+00
   3.656E-05   4.140E-03   6.885E-03   2.535E-04   1.408E+00
   3.570E-05   3.926E-03   6.959E-03   2.395E-04   1.432E+00
   3.330E-05   3.310E-03   7.156E-03   2.023E-04   1.499E+00
   3.130E-05   2.789E-03   7.306E-03   1.728E-04   1.559E+00
   3.000E-05   2.453E-03   7.369E-03   1.556E-04   1.600E+00
   2.940E-05   2.300E-03   7.369E-03   1.473E-04   1.620E+00
   2.780E-05   1.884E-03   7.335E-03   1.264E-04   1.676E+00
   2.630E-05   1.529E-03   7.280E-03   1.139E-04   1.745E+00
   2.500E-05   1.253E-03   7.177E-03   9.618E-05   1.842E+00
   2.380E-05   1.002E-03   7.011E-03   8.463E-05   2.029E+00
   2.270E-05   7.843E-04   6.888E-03   8.059E-05   2.258E+00
   2.170E-05   6.438E-04   6.740E-03   7.099E-05   2.279E+00
   2.080E-05   5.321E-04   6.510E-03   6.798E-05   2.188E+00
   2.000E-05   4.548E-04   6.305E-03   6.000E-05   2.068E+00
   1.920E-05   4.123E-04   5.916E-03   5.556E-05   1.952E+00
   1.850E-05   3.790E-04   5.557E-03   4.946E-05   1.884E+00
   1.790E-05   3.434E-04   5.026E-03   4.563E-05   1.842E+00
   1.720E-05   3.115E-04   4.387E-03   4.001E-05   1.820E+00
   1.670E-05   2.961E-04   3.942E-03   3.311E-05   1.818E+00
   1.610E-05   2.878E-04   3.399E-03   2.823E-05   1.841E+00
   1.560E-05   2.928E-04   2.933E-03   1.779E-05   1.881E+00
   1.520E-05   3.094E-04   2.534E-03   1.182E-05   1.931E+00
   1.470E-05   3.506E-04   2.040E-03   9.012E-06   2.008E+00
   1.430E-05   4.052E-04   1.642E-03   1.185E-05   2.077E+00
   1.390E-05   4.766E-04   1.322E-03   1.321E-05   2.133E+00
   1.350E-05   5.416E-04   1.052E-03   1.920E-05   2.186E+00
   1.320E-05   5.848E-04   8.991E-04   1.932E-05   2.231E+00
   1.280E-05   6.416E-04   7.621E-04   2.182E-05   2.300E+00
   1.250E-05   6.881E-04   7.240E-04   2.458E-05   2.362E+00
   1.220E-05   7.370E-04   6.815E-04   2.504E-05   2.435E+00
   1.190E-05   7.858E-04   6.259E-04   2.526E-05   2.521E+00
   1.160E-05   8.309E-04   5.791E-04   2.815E-05   2.617E+00
   1.140E-05   8.582E-04   5.501E-04   3.183E-05   2.690E+00
   1.110E-05   8.948E-04   5.296E-04   3.020E-05   2.810E+00
   1.080E-05   9.253E-04   5.363E-04   2.810E-05   2.992E+00
   1.050E-05   9.498E-04   5.722E-04   3.087E-05   3.223E+00
   1.030E-05   9.628E-04   6.161E-04   2.927E-05   3.426E+00
   1.000E-05   9.760E-04   7.103E-04   3.299E-05   3.717E+00
   9.750E-06   9.825E-04   8.268E-04   2.818E-05   3.988E+00
   9.500E-06   9.850E-04   9.661E-04   2.907E-05   4.285E+00
   9.250E-06   9.815E-04   1.110E-03   4.841E-06   4.549E+00
   9.080E-06   9.765E-04   1.207E-03   4.990E-06   4.696E+00
